0.1841,0.0669,0.2352,0.2071,0.0604,0.1904,0.2669,0.2874,0.0907,0.1178,0.0742,0.1491,0.0637,0.0908,0.0629,0.1272,0.1595,0.1509,0.1085,0.0724,0.1117,0.1919,0.2097,0.104,0.1173,0.1225,0.3733,0.1148,0.0777,0.075,0.1601,0.1607,0.2194,0.1742,0.2352,0.0905,0.1015,0.1704
0.1148,0.1167,0.1238,0.1587,0.0684,0.1503,0.1606,0.1276,0.1007,0.1153,0.1077,0.1428,0.0541,0.0936,0.0765,0.0896,0.1034,0.1119,0.0897,0.055,0.0863,0.1322,0.1316,0.0934,0.1158,0.0695,0.113,0.1894,0.1394,0.2048,0.2248,0.2101,0.1916,0.1757,0.1269,0.1969,0.2319,0.1655
0.1031,0.0805,0.1279,0.184,0.066,0.2666,0.2337,0.2147,0.0638,0.1732,0.1106,0.3054,0.0492,0.0856,0.0561,0.0997,0.0883,0.187,0.1697,0.0345,0.1869,0.2629,0.2748,0.0897,0.164,0.091,0.236,0.1474,0.2572,0.1174,0.2228,0.1601,0.1762,0.188,0.2923,0.1153,0.1788,0.2088
0.07,0.0793,0.0686,0.1107,0.119,0.1959,0.1356,0.1031,0.0784,0.1818,0.1071,0.2796,0.0732,0.1005,0.0871,0.12,0.0619,0.2119,0.1927,0.0605,0.2343,0.1941,0.1944,0.0893,0.1648,0.1328,0.1319,0.0781,0.2887,0.1342,0.1648,0.0895,0.0736,0.1219,0.1968,0.1253,0.1058,0.1192
0.1456,0.124,0.1589,0.1288,0.0836,0.0985,0.1332,0.1393,0.112,0.092,0.1543,0.0798,0.0934,0.1039,0.0787,0.1032,0.1218,0.0817,0.0791,0.0968,0.0832,0.1323,0.1047,0.1312,0.0998,0.0881,0.1005,0.1823,0.099,0.1643,0.1413,0.1712,0.1945,0.1909,0.1157,0.1844,0.1745,0.2004
0.0933,0.0796,0.091,0.1113,0.1515,0.1448,0.1226,0.0983,0.1055,0.1405,0.1128,0.1546,0.119,0.1129,0.1279,0.1283,0.1026,0.18,0.1452,0.0926,0.15,0.1319,0.1409,0.1308,0.1183,0.1259,0.1124,0.0955,0.1742,0.114,0.1413,0.0942,0.0782,0.1237,0.1429,0.1206,0.089,0.113
0.0942,0.0571,0.1126,0.161,0.1183,0.3009,0.2265,0.1897,0.0626,0.2136,0.11,0.3742,0.0851,0.0991,0.0898,0.1312,0.082,0.2821,0.2149,0.0527,0.258,0.2843,0.3194,0.1092,0.1782,0.144,0.2706,0.0861,0.2789,0.0631,0.1632,0.0924,0.0906,0.1331,0.3165,0.0646,0.0875,0.1636
0.1499,0.0568,0.1583,0.1789,0.0858,0.2575,0.2438,0.2581,0.0642,0.1725,0.098,0.2814,0.0886,0.0945,0.0767,0.1458,0.1181,0.2398,0.1857,0.0596,0.212,0.2791,0.2955,0.1171,0.1642,0.1481,0.3076,0.0972,0.2023,0.0585,0.1477,0.1159,0.1406,0.1677,0.3358,0.0728,0.0886,0.1866
0.0828,0.0541,0.09,0.1338,0.0972,0.2971,0.1997,0.192,0.0467,0.1837,0.0993,0.4162,0.0643,0.0948,0.0648,0.1125,0.0731,0.2711,0.198,0.0328,0.2911,0.3054,0.3217,0.0961,0.1764,0.1225,0.2863,0.0824,0.3095,0.0707,0.1571,0.0875,0.0861,0.1491,0.3514,0.0716,0.0877,0.1656
0.1141,0.0532,0.1427,0.1456,0.0598,0.2452,0.2207,0.2497,0.0471,0.1413,0.0747,0.2875,0.051,0.0795,0.0461,0.1036,0.101,0.2146,0.1523,0.039,0.2001,0.2643,0.2836,0.0862,0.1443,0.1081,0.3499,0.0924,0.1925,0.0757,0.1527,0.116,0.157,0.153,0.3554,0.09,0.0976,0.1784
0.0933,0.0613,0.0904,0.139,0.0977,0.2937,0.1992,0.1853,0.0514,0.1885,0.0981,0.3998,0.1102,0.092,0.0924,0.1191,0.079,0.2505,0.2142,0.0543,0.2791,0.2834,0.3102,0.0972,0.1769,0.1302,0.2732,0.065,0.2862,0.0613,0.1375,0.0809,0.073,0.1067,0.32,0.0599,0.0844,0.1507
0.0739,0.0585,0.0816,0.1334,0.1039,0.2857,0.1865,0.1678,0.0446,0.1963,0.0992,0.3926,0.0747,0.0962,0.0734,0.1138,0.0712,0.2623,0.2098,0.0418,0.2793,0.2765,0.3024,0.0934,0.1661,0.1141,0.2532,0.0705,0.3112,0.075,0.1545,0.0822,0.0744,0.1198,0.3098,0.0716,0.0901,0.1547
0.1225,0.0906,0.1498,0.1478,0.0681,0.2105,0.2106,0.2078,0.0664,0.1769,0.098,0.2356,0.0706,0.077,0.0494,0.1166,0.1368,0.2064,0.1465,0.0602,0.1636,0.2346,0.2298,0.0915,0.1508,0.1276,0.2736,0.1249,0.1722,0.1124,0.1706,0.1494,0.1597,0.1716,0.2557,0.0985,0.1019,0.1792
0.1115,0.0787,0.0954,0.1306,0.0884,0.1623,0.1438,0.1205,0.0647,0.1385,0.0755,0.172,0.0777,0.117,0.0821,0.1152,0.0937,0.1566,0.1439,0.0638,0.1473,0.1588,0.1618,0.1041,0.1199,0.1189,0.1321,0.0759,0.1594,0.1283,0.1556,0.1245,0.1059,0.1594,0.1803,0.1475,0.1145,0.1087
0.1542,0.0934,0.1252,0.1198,0.0891,0.0728,0.1133,0.1036,0.1169,0.0693,0.0679,0.0571,0.0869,0.1106,0.086,0.0999,0.1379,0.0814,0.069,0.0887,0.0542,0.0737,0.0702,0.1023,0.0795,0.0899,0.0864,0.1337,0.0542,0.1849,0.1489,0.1545,0.1622,0.1593,0.089,0.2062,0.1273,0.0952
0.1511,0.0684,0.1801,0.1718,0.0642,0.1651,0.22,0.2496,0.0714,0.1039,0.076,0.1384,0.0731,0.1012,0.0637,0.1057,0.1619,0.1128,0.1025,0.0789,0.1255,0.1649,0.1857,0.1232,0.0914,0.0951,0.2459,0.1043,0.0927,0.0935,0.1497,0.1498,0.1787,0.2163,0.2657,0.0974,0.0983,0.1654
0.0998,0.0681,0.1005,0.1506,0.0781,0.2273,0.1856,0.1687,0.0612,0.1811,0.0989,0.2844,0.0562,0.0858,0.0583,0.1118,0.0734,0.1963,0.1654,0.0384,0.1991,0.2271,0.2447,0.0896,0.1683,0.1319,0.2016,0.1142,0.2285,0.0906,0.1979,0.1097,0.1035,0.1611,0.2456,0.087,0.1002,0.1501
0.0597,0.0734,0.0757,0.1119,0.1371,0.2813,0.156,0.141,0.0713,0.2013,0.1329,0.3981,0.0874,0.113,0.0987,0.1148,0.0585,0.2484,0.22,0.0666,0.3297,0.2711,0.2909,0.1038,0.1762,0.1199,0.211,0.0737,0.365,0.0706,0.1369,0.0595,0.0529,0.1009,0.2875,0.0526,0.0945,0.1603
0.0772,0.1406,0.0819,0.0913,0.1346,0.1475,0.0987,0.0867,0.0873,0.1763,0.1649,0.187,0.1221,0.1227,0.1195,0.134,0.0756,0.1745,0.1886,0.0992,0.1981,0.1787,0.1466,0.1178,0.1543,0.1513,0.0892,0.0959,0.2394,0.1007,0.1126,0.1091,0.0819,0.0995,0.1299,0.0904,0.1076,0.1321
0.1122,0.1369,0.1056,0.1193,0.2634,0.068,0.0981,0.0616,0.1827,0.0927,0.1411,0.0608,0.2183,0.1415,0.2583,0.1486,0.1707,0.0849,0.1096,0.2507,0.1197,0.0602,0.0604,0.2256,0.0724,0.1154,0.0555,0.0808,0.0921,0.1194,0.0822,0.0888,0.059,0.0645,0.0476,0.0741,0.0652,0.0696
0.1225,0.1454,0.1051,0.0962,0.2462,0.0589,0.0694,0.0643,0.1606,0.0924,0.1509,0.0582,0.2458,0.1468,0.2351,0.1498,0.1244,0.0932,0.1149,0.2215,0.1065,0.0661,0.0511,0.1868,0.1041,0.15,0.0441,0.1077,0.0887,0.1079,0.0703,0.1004,0.0825,0.0751,0.0434,0.0861,0.0746,0.0786
0.0799,0.0643,0.0763,0.1429,0.1029,0.3033,0.1954,0.1665,0.0519,0.2031,0.1069,0.4273,0.0678,0.096,0.0799,0.1258,0.0471,0.2627,0.2263,0.0392,0.2908,0.302,0.307,0.0917,0.2023,0.1306,0.2228,0.0784,0.3161,0.0589,0.1614,0.0796,0.0656,0.1112,0.2892,0.0543,0.0937,0.1542
0.1052,0.1314,0.095,0.1126,0.1308,0.1749,0.1241,0.1064,0.0755,0.2203,0.1647,0.2132,0.1185,0.122,0.1187,0.1667,0.0676,0.2201,0.219,0.0824,0.1922,0.2001,0.1815,0.1084,0.1933,0.1834,0.1181,0.1191,0.231,0.0873,0.1262,0.1189,0.0853,0.1221,0.1466,0.0823,0.0956,0.1421
0.1391,0.1388,0.1124,0.0912,0.1395,0.0906,0.0879,0.0971,0.0964,0.1402,0.1832,0.1004,0.1747,0.0954,0.1202,0.1573,0.0991,0.1479,0.1387,0.1278,0.1402,0.1454,0.1134,0.1373,0.1223,0.1948,0.0865,0.1171,0.1185,0.0894,0.076,0.1088,0.0962,0.112,0.0934,0.0871,0.0758,0.1261
